Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Burundi,BDI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,0.015206991999999999,0.016160066,0.015833023,0.01191406,0.01512058,0.014740463999999998,0.016586591,0.021623037,0.018039962,0.02092206,0.020693856,0.020494678,0.025334488,0.020974295,0.023533697000000003,0.025910488,0.026234565,0.027411289,0.035629468,0.037336898,0.036387481,0.046159711,0.048130813,0.049131807,0.048473582,0.049993825,0.044267124000000005,0.050698823,0.038597042000000005,0.043008469,0.038217221,0.039393227999999995,0.039969977999999996,0.039978645,0.040062492000000005,0.040797127,0.040307438,0.040297087999999995,0.042395010999999996,0.031323575,0.031548442,0.023205146,0.027569697,0.020747407,0.024365962999999997,0.023555045,0.023219418999999998,0.022462398999999997,0.024260032,0.02676196,0.030296972999999998,0.03017577,0.04448537599999999
Belgium,BEL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.941594074,10.10387199,10.64118963,11.38692874,11.05365472,11.14165555,11.04201943,11.21725675,12.32568713,12.81544961,13.01017881,12.56342518,13.47269526,14.2554864,13.83696555,12.4583039,13.24167979,12.87543872,13.80705794,14.23923382,13.72329627,12.57955507,11.92668478,10.31207942,10.69696639,10.59744025,10.43154171,10.44717278,10.13514385,10.81351494,10.63967167,11.09099988,11.14648251,10.67503455,11.1051094,11.08115205,11.62383425,11.32885202,11.60191455,11.17302675,11.2296677,11.13371551,10.3854951,10.88211417,10.66129022,10.35539299,10.151039,9.744777191,9.751984809,9.249615685,10.17146522,9.046560547,8.546478214,8.671352487,8.328159898
Benin,BEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.066354063,0.05204863,0.054208805,0.047588560999999995,0.055303532999999995,0.057114995,0.042382647999999995,0.052284076,0.055170709000000005,0.070750258,0.09695262199999999,0.098556326,0.127712648,0.122481633,0.12770140800000002,0.135891142,0.077784148,0.086510056,0.10301912199999999,0.101339606,0.139097135,0.11231011099999999,0.125105341,0.112552906,0.120856597,0.173986403,0.155688061,0.118857275,0.118496584,0.130855167,0.142157591,0.15951221699999998,0.16850116199999998,0.205206743,0.22139767100000002,0.22478045300000002,0.20759127600000002,0.19380992800000002,0.187593089,0.234411619,0.23286096899999997,0.256497596,0.28500023399999996,0.313037269,0.323642156,0.299985405,0.47126700899999996,0.531738987,0.5072373929999999,0.521063185,0.553283259,0.559693354,0.562347006,0.5809609139999999,0.614213852
Burkina Faso,BFA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.009111902,0.018729901,0.017003116000000002,0.017504203,0.021575284,0.019841271,0.019533659,0.019216851,0.018894962,0.021889868,0.025426341,0.026268912999999998,0.027698405,0.028443213999999998,0.033998445,0.03574919,0.033314914,0.03896836,0.053341702000000005,0.06100989,0.06342019,0.079795452,0.080427283,0.08092381,0.061836945,0.061686819000000004,0.060571874000000005,0.063518718,0.066263378,0.09573717300000001,0.066173051,0.069287423,0.067840845,0.06564339999999999,0.065745043,0.06214713400000001,0.068229866,0.075639822,0.078563833,0.08255275,0.089716851,0.083504269,0.081733493,0.085194017,0.08470597099999999,0.083875344,0.09837584699999999,0.115526282,0.13055662199999998,0.127633338,0.125717252,0.137496219,0.158663009,0.179132409,0.162018806
Bangladesh,BGD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,0.051914946,0.066302743,0.06669236099999999,0.06829413,0.07630464299999999,0.077572579,0.078115625,0.083903855,0.093755743,0.094739619,0.099981186,0.093233483,0.100553935,0.10981343199999999,0.119727919,0.120625234,0.134150581,0.12986798,0.146281294,0.146609266,0.159575353,0.153104602,0.163272688,0.19220516699999998,0.198152233,0.20236581399999998,0.19018246800000002,0.19558517,0.211802225,0.242020016,0.246756218,0.25660216,0.26682304100000004,0.275246594,0.299529173,0.301630726,0.332727819,0.35715876700000004,0.393936699,0.41201118600000003,0.433487963,0.44240082799999997,0.459141965
Bulgaria,BGR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.8339011210000002,3.269920074,3.835891818,4.2597809269999996,5.262987916,5.645651942000001,5.905436715,6.638369161,7.112214402999999,7.869932816,7.213424372,7.532552676,7.715656701,7.983550221000001,8.210958036000001,8.377877479,8.347946172999999,8.628766462,9.236529547,8.968132006,8.744238667000001,9.03643153,10.10727531,10.10833662,9.749961471,9.992783476,10.21729994,10.214134,9.718843491,9.771261867,8.54301079,6.666757565,6.347137362000001,8.00979638,6.414520789,6.900326395,6.763241037999999,6.209849583,5.934325293,5.356718076,5.328034342,5.800066473999999,5.695266947,6.084370085,6.064891808,6.256282044,6.445333272,6.9254352820000005,6.772087541,5.731193724,5.964900206,6.71538056,6.1194565260000005,5.450695962999999,5.871615868999999
Bahrain,BHR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.544478443,10.54928109,9.19164395,6.710688222999999,8.742075708,6.554118582,3.3843935760000003,5.124669111,5.500874644,6.175647802,12.19429929,13.79835415,16.06627828,23.05586427,21.45661761,21.58572163,23.17139967,24.63817597,24.01036872,23.72652699,21.91714367,22.7888779,25.49180205,20.75587079,22.61106705,24.30503302,25.40359461,25.45818791,26.14657504,24.39890041,25.05885496,23.29978127,20.84164011,27.30693027,26.909268400000002,26.28769432,26.99547927,29.11139294,29.98959267,28.30850608,28.05091075,19.96600382,21.35410421,21.14840679,21.10015931,21.60193124,19.64708884,25.91595737,26.70821199,23.81170841,23.585480899999997,22.41333475,20.51485098,23.80435697,23.44975483
"Bahamas, The",BHS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.749762618,4.7466987519999995,5.996432199,5.5581114089999994,8.118535805,9.39961015,7.465982537,11.17335806,10.2871201,10.62717354,15.20031413,38.72366173,36.4970001,43.38054858,39.9192054,43.70144852,33.51401748,49.29988687,32.79160153,33.63860954,37.93010097,13.00668536,10.2714289,8.956334069,8.066873900000001,6.43752743,5.903856045,5.845673457999999,6.220802249,7.731525636000001,7.610495599999999,6.825173486000001,6.737820046,6.274733096,6.113992642,6.00804212,5.879294549,4.7535421819999994,5.790133076,5.708374777,5.60101044,5.17748198,5.100353542,4.808098915,5.343724227,5.290297009,4.957323646,4.938208385,4.2909061710000005,4.629528598,4.583343495,5.091832893,5.292937031,7.426540134,6.3232575120000005
Bosnia and Herzegovina,BIH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.550952619,3.083043562,0.8181254840000001,0.892014022,1.126180239,2.236886701,2.824691473,2.760650238,3.66047151,3.5432356730000003,3.787614144,3.833651783,4.128334876,4.2851631480000005,4.647460965,4.677514043,5.35493606,5.526103005,5.716134832000001,6.475389585,6.101280083,6.080813337,6.234719162
Belarus,BLR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.556931578,7.497670182999999,6.361224895,5.961662841,5.921699705,5.886700306,5.7701805539999995,5.596280066,5.3897452910000005,5.314049012,5.311929657,5.464145912,5.977157999,6.1224715860000005,6.462446657999999,6.330314039,6.623163555,6.4396842670000005,6.64269666,6.7625173489999995,6.67999159,6.736652251000001,6.701957705
Belize,BLZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.47797184600000003,0.38721054200000005,0.7154460690000001,0.622369314,0.818296481,0.794777561,0.7377797290000001,1.073820679,0.884672715,1.13766445,0.9904159370000001,1.146001779,1.2401179709999999,1.13446873,1.172930613,1.3208464659999999,1.302404049,1.4455029240000001,1.556888425,1.4792045580000002,1.322770629,1.242494884,1.137617162,1.1060633290000002,1.074850169,1.156214187,1.211030383,1.304233593,1.392832406,1.638936278,1.66191243,1.880257003,1.830508911,1.9112875480000002,1.8546466080000001,1.8249687140000002,1.441565735,1.7540229059999999,1.6083053969999999,1.457435593,1.6013424180000002,1.7545179309999999,1.650252092,1.6077954890000001,1.421168536,1.48866657,1.526093133,1.597516144,1.4252870180000001,1.868957631,1.676105694,1.82686092,1.415825911,1.4915988969999998,1.4076014940000001
Bermuda,BMU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.551373874,3.8684835160000004,3.383712446,3.1519287210000004,4.124437628,3.5864870260000004,3.9546078430000002,4.090115385,4.220509433999999,3.667,4.133709091,4.231153846000001,4.668321033,7.906542751,8.30911985,8.648584906,8.822857143,8.515131086,7.936044776,8.588141263999999,7.981946223,7.0608901,7.142347022,8.064384051000001,7.863938465,7.92718549,7.349081593999999,9.888710263,11.06127136,13.27426454,8.468108418,9.133172938,7.8853485789999995,9.150381938999999,8.963503034,8.899591604,8.781918874,8.667884358,8.54427908,8.37692747,8.36199117,8.448227313,8.85974059,8.859865772000001,9.147364292,9.088334321,10.11617563,11.24603933,9.943759287999999,7.262934975,9.347122413,6.872359209,7.356862866,7.051814587000001,8.838314987999999
Bolivia,BOL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.27203787,0.276621442,0.28662641899999997,0.310159593,0.37121550600000003,0.37115111100000003,0.407084554,0.446569785,0.503738613,0.577435829,0.551786173,0.6655547079999999,0.760237314,0.720636556,0.7173668870000001,0.810373475,0.89457664,0.856199953,0.9396550340000001,0.8662749040000001,0.8351423859999999,0.8391291129999999,0.7453172840000001,0.719868925,0.66404349,0.664145825,0.595940954,0.623387481,0.653551374,0.742885591,0.8397002790000001,0.858995776,0.933241509,1.076331229,1.164031109,1.301696086,1.27342178,1.3902337169999999,1.3692563180000001,1.2763025270000001,1.327056787,1.0146817909999999,1.201378773,1.259040432,1.2394065570000001,1.3353309420000001,1.621906742,1.30616895,1.37896562,1.433545061,1.532870644,1.602029322,1.835469055,1.8189973830000001,1.932419499
Brazil,BRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.649630979,0.661770535,0.701235515,0.705320917,0.6989868770000001,0.675446675,0.749139805,0.750561092,0.854945684,0.9072498590000001,0.983579957,1.050207246,1.1419874190000001,1.291260645,1.3653523490000001,1.40471881,1.407767882,1.443825283,1.5307923890000001,1.591332374,1.54416234,1.385189279,1.3562837719999998,1.282947099,1.2711280759999999,1.335891636,1.4359868709999999,1.468996065,1.453899001,1.459005827,1.398620609,1.443186893,1.427921974,1.468431889,1.5162570080000002,1.591823026,1.726864217,1.7938286780000001,1.835152374,1.8532907319999998,1.8711183130000002,1.898353874,1.844379611,1.7624823619999999,1.8286719809999998,1.858087992,1.839393859,1.9013719169999999,2.008670258,1.8838117840000002,2.132937571,2.211587235,2.343570115,2.4884171840000002,2.594388285
Barbados,BRB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.7462966409999999,0.838884141,1.119400996,0.816329676,0.766085262,0.872449803,1.134072461,1.425756801,1.85515116,2.019128841,1.796284666,2.016555919,2.0807526480000003,1.9770553469999999,2.0094054530000003,2.310188836,2.148829634,2.3730907130000003,2.522573111,2.394279731,2.675432405,2.709534535,2.542504954,2.694225949,2.931381347,3.3098771510000002,3.57078867,3.658302635,3.659524924,3.81599334,4.126491124,4.6175217680000005,3.734358313,4.2372277060000005,2.833429919,3.1278122280000002,3.1989832369999998,3.379280376,4.256155999,4.499854977,4.402894974,4.511188282,4.525025969,4.660219351,4.739998755,4.938242904,4.986412836,4.93979359,5.844583313999999,5.807257514,5.285997375,5.449513722000001,5.222107001,5.127146392,4.490177673
Brunei Darussalam,BRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.082170163,3.555785317,4.1374391169999996,3.801177652,3.485313956,3.257964364,4.578795333,3.9116752889999997,3.6374650280000003,3.944190598,63.36026331,55.38621929,66.59154097,67.18883953,52.7676924,43.79868375,35.81463406,36.591739000000004,52.64091318,39.648841499999996,35.48849955,7.349211585,10.15804258,12.7571275,8.788284676,11.5639075,9.954492319,13.96602587,23.38582906,25.23746988,23.93323802,19.94117338,19.03349722,17.63537663,16.21193334,16.114505100000002,15.98225134,16.21744787,16.50725514,11.98024451,14.14020184,13.25056672,12.62269977,12.99158717,13.90208971,13.70764162,13.13286158,22.45018193,24.04688439,20.48624704,21.10594553,24.60717794,24.18076388,19.23359197,22.12470124
Bhutan,BTN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,0.012292952,0.011903796000000001,0.011529815,0.011169253999999998,0.010818928,0.010477682,0.010145108,0.019645133999999998,0.028545555,0.055366265,0.053772007999999996,0.061061421,0.076564204,0.066394023,0.113149079,0.133437362,0.113893306,0.205172679,0.21267299899999997,0.117563747,0.23887916899999997,0.34807848399999997,0.407042002,0.350495205,0.41178076399999997,0.484302076,0.579057237,0.742063417,0.7034298309999999,0.690592474,0.6906608809999999,0.653044437,0.689377786,0.605839592,0.481081773,0.603125919,0.583684405,0.571168834,0.601619231,0.544051575,0.67026322,0.990398509,1.086025018,1.203220818,1.289321371
Botswana,BWA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,0.02961896,0.06680182,0.11054962,0.22645669899999998,0.692487658,0.875712783,0.89739377,0.977444755,0.985282043,0.97113628,1.0225032509999998,0.9253622909999999,0.907758414,0.974483523,0.8698143970000001,0.9803308359999999,0.9999746509999999,1.067560748,1.9613581999999998,1.86102584,1.9092753080000002,2.139318241,1.978706426,1.94206147,1.7191277130000002,1.710752396,2.003027027,1.859535656,2.187461379,2.194012884,2.2352809319999998,2.121745415,2.130846266,2.2070935609999998,2.1952513430000002,2.210450822,2.315483179,1.9002859769999998,2.3259244040000002,2.036091061,2.025409285,2.456718254,3.243287637
Central African Republic,CAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.058535105999999996,0.057550645,0.047113662,0.04624903,0.045369177000000004,0.053375933,0.050116912,0.053342744000000004,0.104452461,0.104349354,0.114298666,0.09833218699999999,0.08876519,0.083304721,0.057542795,0.050895918,0.062230745,0.060813843,0.067836776,0.046280157,0.046645329000000006,0.057814545,0.059124524000000005,0.058833557,0.058596471,0.06125049,0.05982539,0.09449507900000001,0.082148277,0.08680293,0.067358102,0.068118611,0.069885817,0.07031480400000001,0.071821206,0.069998303,0.06830623599999999,0.069851412,0.069315906,0.071813797,0.07128948,0.064111687,0.06287446099999999,0.058942176,0.057875688,0.056853953,0.05934563599999999,0.059175593,0.058227969000000004,0.057449997,0.059350908,0.062261500000000004,0.06533025,0.06601109,0.066593111
Canada,CAN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.77084729,10.62789765,11.13062748,11.1321024,12.3053704,12.81400147,12.93491815,13.8103546,14.632645199999999,14.61864861,16.01414875,16.29009027,17.329425,17.05995183,17.12344306,17.11161334,16.97924845,17.15211666,17.30306507,18.2093278,18.02276896,17.26921369,16.45944925,16.0546492,16.55885484,16.27010385,15.45768406,16.24667458,16.95682428,16.92078279,15.65907038,15.14925974,15.46230657,15.45362956,15.692875899999999,15.93097506,16.15737155,16.51685906,16.7460786,16.89846016,17.36711469,16.98502952,16.55937785,17.46119914,17.25891114,17.25108328,16.69669436,16.85588274,16.87519788,15.96156016,15.723167000000002,15.63975962,14.89063564,14.71197182,15.11715878
Central Europe and the Baltics,CEB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.10421586,5.33028196,5.658222096,6.064374202000001,6.454180764,6.604156794,6.764737456000001,6.972705083999999,7.381375836,7.875335532,8.151359111,8.356017432,8.662490497,8.957171466,9.172722899,9.69997821,10.18486006,10.51747689,10.98399734,11.03476125,11.26310933,10.51451937,10.72489619,10.76940395,10.7037198,10.84689651,10.99330237,11.25176567,10.82732581,10.50729036,9.014362065,8.253095474,7.903413521,7.837642108,7.357426629,7.543603337,7.681572172,7.489405371,7.0724778829999995,6.693928776,6.606420234,6.822125501,6.75654044,6.997372921,6.923880598999999,6.97931376,7.243359955,7.271122792000001,7.148695308,6.50781501,6.8200423,6.864349465,6.504366995,6.344838262000001,6.14888254
Switzerland,CHE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.664365979,3.7518249839999998,4.333572069,5.1112954880000006,4.865282038,5.185731956000001,5.327620031,5.434600874,5.937701579,6.208288851,6.519570442999999,6.750434987,6.863739819,7.334759289,6.5413112710000005,6.168137541,6.423427895,6.540985491,6.720778707999999,6.340850586,6.414949786,6.11563526,5.73116759,6.242518469,6.08124526,6.155338532000001,6.502824669,6.150039281000001,6.174526107999999,5.937782989,6.345085168,6.280297083,6.224236273,5.873423831,5.90858368,5.571316975,5.640102519,5.8494831220000005,5.865651917999999,5.696073665,5.435484985,5.93984844,5.586512817000001,5.474267137999999,5.46256894,5.558350382,5.592175318,5.03057402,5.283044324,5.3779736410000005,4.983428945,4.672038363,4.723574287,4.972835876,4.311562994
Channel Islands,CHI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.74828931,1.8343932619999999,2.073249664,2.104406168,2.078630025,2.061791371,2.134122488,2.140534437,2.309827745,2.405111171,2.578899012,2.780393792,2.8411923619999997,2.738910363,2.527991081,2.205358346,2.2734921569999997,2.146436434,2.099400016,2.2404754209999997,2.2425992519999998,2.146509564,1.774807599,1.7664336459999999,1.852215206,1.7653097919999998,1.796470848,1.8002858469999998,2.10217257,2.4863694709999997,2.515810521,2.327632166,2.37545707,2.4942958369999997,2.704048338,2.919931315,3.3453113589999997,3.837728903,3.871743532,4.079267746,3.853499375,3.453563552,3.530720028,3.5192615710000004,3.7421183019999997,3.828453643,3.971510482,4.343916544,4.312294329,3.969555616,4.251715171,4.6197295369999996,4.677982797,4.76586599,4.687376624
